gene_id,gene_symbol,gene_biotype,chr,start,end,strand,Sample1_dedup,Sample2_dedup,Sample3_dedup,Sample4_dedup,Sample5_dedup,Sample6_dedup,Sample7_dedup,Sample8_dedup,Sample9_dedup,Sample10_dedup
ENSG00000286221,Gm16845,protein_coding,16,80828736,81006894,-,48,25,30,25,21,47,29,35,19,30
ENSG00000309027,4930509E16Rik,lncRNA,16,80921902,80932608,-,4,5,0,3,5,12,7,0,0,3
ENSG00000305808,A930029G22Rik,lncRNA,16,80938280,80942518,+,9,0,13,8,7,22,14,16,8,6
ENSG00000103121,Gm26788,protein_coding,16,80966448,81020270,-,0,1,7,5,1,3,4,3,0,1
ENSG00000166451,Gm26787,protein_coding,16,81006506,81033114,+,0,0,3,4,3,3,1,3,3,1
ENSG00000260213,2810029C07Rik,lncRNA,16,81016792,81035759,-,35,34,31,36,55,68,18,16,15,15
ENSG00000284512,Gm26793,protein_coding,16,81022316,81096284,-,0,3,0,0,4,4,3,4,0,0
ENSG00000166454,Gm17435,protein_coding,16,81035842,81047350,+,26,28,28,44,49,62,39,45,20,23
ENSG00000260643,Gm2670,protein_coding,16,81053587,81096296,-,22,26,11,24,26,31,4,3,15,9
ENSG00000261141,4731419I09Rik,lncRNA,16,81055301,81056426,+,3,8,11,8,10,13,11,8,9,5
ENSG00000166455,9530082P21Rik,protein_coding,16,81053497,81077267,-,76,192,77,229,143,237,122,146,58,81
ENSG00000261838,4930432B10Rik,lncRNA,16,81069854,81076600,+,0,4,0,6,1,12,4,3,0,1
ENSG00000140905,Gm4651,protein_coding,16,81081945,81096406,-,58,33,25,30,34,69,36,29,28,23
ENSG00000278985,Gm26708,TEC,16,80982319,80984094,-,3,10,8,6,5,14,6,7,7,5
ENSG00000261061,Gm26707,lncRNA,16,81030770,81031485,+,0,1,3,1,1,6,6,5,3,0
ENSG00000245059,4933433G15Rik,lncRNA,16,81077319,81078861,+,0,8,5,13,14,9,0,7,4,3
ENSG00000086696,BC001981,protein_coding,16,82034988,82098534,+,5,4,5,7,5,9,15,16,4,4
ENSG00000261235,Gm26558,lncRNA,16,82044328,82139631,-,5,6,3,3,4,4,13,5,3,6
ENSG00000260161,Gm26559,processed_pseudogene,16,82120638,82121769,-,8,7,7,11,5,26,4,1,6,7
ENSG00000307346,Ptgs2os,lncRNA,16,81443637,81445597,-,7,15,11,4,4,14,11,10,4,7
ENSG00000297593,4930539J05Rik,lncRNA,16,81456660,81457924,-,7,11,11,21,18,22,15,15,9,10
ENSG00000279021,Pvt1,TEC,16,81463892,81464859,-,52,61,41,60,72,135,20,18,26,41
ENSG00000153815,Pafah1b1-ps1,protein_coding,16,81444808,81711762,+,16,15,7,9,10,25,10,7,12,14
ENSG00000279476,Gm17491,TEC,16,81517824,81520617,+,142,203,183,266,236,341,298,362,83,141
ENSG00000277255,1110020A21Rik,miRNA,16,81533902,81533966,+,45,16,22,25,16,45,28,26,18,23
ENSG00000275109,1600020E01Rik,miRNA,16,81611348,81611408,+,258,327,288,379,335,391,388,385,153,261
ENSG00000279681,Snora43,TEC,16,81617038,81617543,-,0,0,4,4,3,7,7,7,0,4
ENSG00000279294,Gm4419,TEC,16,81618505,81620563,+,34,19,34,60,53,109,28,48,23,18
ENSG00000299389,Gm17638,lncRNA,16,81629883,81632990,-,0,8,10,19,15,18,10,15,4,5
ENSG00000279841,Gm26759,TEC,16,81630193,81632038,+,0,0,6,0,0,4,1,1,0,1
ENSG00000297575,9330151L19Rik,lncRNA,16,81446184,81475359,+,120,162,173,216,180,304,216,175,80,166
ENSG00000260229,Gm16998,processed_pseudogene,16,81476023,81476519,-,0,1,0,4,3,3,1,0,1,0
ENSG00000135698,9430037G07Rik,protein_coding,16,82147798,82170228,-,4,8,12,18,17,24,18,20,11,7
ENSG00000197943,Cdiptos,protein_coding,16,81738248,81962685,+,14,17,16,17,20,25,17,17,6,15
ENSG00000303013,Gm16712,lncRNA,16,81829584,81831870,-,3,11,5,22,12,8,6,3,3,4
ENSG00000260682,Gm26566,misc_RNA,16,81961926,81962243,+,1,1,3,3,3,1,0,0,0,0
ENSG00000276519,1700086O06Rik,lncRNA,16,81987948,81989016,+,134,96,126,152,134,189,179,206,78,100
ENSG00000184860,Gm10425,protein_coding,16,81988855,82011482,-,8,21,13,23,22,37,17,14,8,15
ENSG00000261029,Foxl1,lncRNA,16,82170285,82247221,+,537,677,720,882,911,992,127,157,504,234
ENSG00000251888,Gm26634,misc_RNA,16,82192505,82192790,-,17,15,13,21,11,27,12,12,4,8
ENSG00000103160,Gm7672,protein_coding,16,84122141,84145212,-,4,1,3,11,5,5,5,6,3,3
ENSG00000166558,4930526L06Rik,protein_coding,16,84009667,84043143,-,3,1,0,1,3,1,9,12,0,0
ENSG00000199350,Gm26725,rRNA_pseudogene,16,84039918,84040033,-,18,4,2,6,8,13,19,13,3,11
ENSG00000285792,C330013E15Rik,lncRNA,16,84040790,84045333,+,9,17,15,17,12,35,16,22,9,6
ENSG00000140943,5033426O07Rik,protein_coding,16,84053761,84116942,-,30,54,54,48,62,90,11,10,26,34
ENSG00000274677,Gm9917,lncRNA,16,84085979,84086590,-,131,231,157,224,236,279,128,164,146,116
ENSG00000310590,1810034E14Rik,protein_coding,16,84101970,84101996,-,67,48,68,62,64,138,71,81,61,68
ENSG00000260018,Peak1os,lncRNA,16,84116838,84118261,+,1,3,0,3,4,5,1,1,0,3
ENSG00000140955,Gm19705,protein_coding,16,84191125,84197168,+,14,12,9,21,13,33,9,9,9,10
ENSG00000250685,1810019N24Rik,lncRNA,16,84192558,84197053,-,3,0,5,3,8,11,0,4,1,5
ENSG00000154099,B230354K17Rik,protein_coding,16,84145261,84178769,+,350,220,140,305,243,452,191,171,230,171
ENSG00000103168,D130020L05Rik,protein_coding,16,84177846,84187070,-,59,23,31,55,40,70,43,32,29,26
ENSG00000064270,A530020G20Rik,protein_coding,16,84368476,84465779,+,53,90,67,162,98,89,100,115,50,50
ENSG00000301479,Gm26885,lncRNA,16,84381041,84390568,-,5,6,4,3,8,26,13,14,3,0
ENSG00000305404,4930507D05Rik,lncRNA,16,84448081,84459076,-,5,1,8,7,13,12,9,12,5,6
ENSG00000261286,Gm5262,lncRNA,16,84459259,84467361,-,0,1,4,4,0,3,0,0,0,1
ENSG00000140950,1110002J07Rik,protein_coding,16,84476345,84565284,-,8,17,6,28,25,34,6,10,12,13
ENSG00000261243,Gm26779,lncRNA,16,84495599,84497495,+,0,7,7,26,14,19,12,5,7,6
ENSG00000294155,Gm10524,lncRNA,16,84511571,84518330,+,38,71,67,134,116,126,99,110,46,63
ENSG00000103187,9230114K14Rik,protein_coding,16,84565596,84618078,-,40,19,17,31,12,22,24,17,16,17
ENSG00000261471,Gm4211,lncRNA,16,84594393,84598252,+,5,13,1,4,6,8,1,4,4,4
ENSG00000297285,Gm3839,lncRNA,16,84631413,84649625,-,18,12,29,29,19,21,17,8,12,15
ENSG00000135686,Gm26513,protein_coding,16,84643425,84667837,+,4,0,4,7,3,6,8,9,1,3
ENSG00000303284,Gm26510,lncRNA,16,82623752,82627309,-,15,26,25,43,17,54,5,9,12,22
ENSG00000140945,A630072L19Rik,protein_coding,16,82626965,83800640,+,7,1,6,4,1,6,5,6,0,0
ENSG00000277387,2310010J17Rik,miRNA,16,82688931,82689019,+,36,17,32,37,30,51,67,38,20,32
ENSG00000280044,BC051077,TEC,16,82727474,82727694,+,9,14,8,11,11,20,19,27,12,7
ENSG00000297184,Cep83os,lncRNA,16,82740181,82756495,-,97,116,111,224,175,300,194,243,109,113
ENSG00000260862,9330179D12Rik,lncRNA,16,82773319,82829638,+,1,1,0,4,4,3,8,4,3,3
ENSG00000286528,Gm16740,lncRNA,16,82816831,82832997,-,17,16,19,22,17,41,11,14,10,9
ENSG00000263360,Gm16982,misc_RNA,16,82844455,82844757,+,0,9,0,12,3,3,1,4,4,0
ENSG00000260832,Gm4890,lncRNA,16,82953230,82992488,-,45,21,21,37,34,51,29,41,26,32
ENSG00000261410,Gm27018,lncRNA,16,83382345,83399591,-,1,0,0,0,0,0,0,0,1,1
ENSG00000263785,9330159M07Rik,miRNA,16,83508346,83508408,+,21,30,28,51,33,47,37,31,9,9
ENSG00000261103,2700038G22Rik,lncRNA,16,83678043,83717921,-,144,119,115,181,125,201,241,238,72,113
ENSG00000260788,Gm17501,lncRNA,16,83706000,83772974,-,74,65,93,112,86,172,53,53,47,61
ENSG00000230989,4632428C04Rik,protein_coding,16,83719311,83819737,+,6,13,12,39,40,83,19,28,14,21
ENSG00000259914,Gm26596,lncRNA,16,83725676,83726377,-,0,0,0,1,0,0,0,1,0,0
ENSG00000260228,Gm19426,lncRNA,16,83789801,83807834,-,22,15,13,19,21,19,6,11,8,14
ENSG00000288849,Mm2pr,lncRNA,16,83808101,83916173,+,1,0,1,1,1,7,5,4,0,3
ENSG00000304267,9330175E14Rik,lncRNA,16,83897006,83898978,-,16,43,48,138,49,50,12,9,46,28
ENSG00000103150,Snhg5,protein_coding,16,83899115,83951445,+,799,753,975,1041,792,1517,1448,1423,580,781
ENSG00000260932,4732419C18Rik,lncRNA,16,83926622,83931223,-,8,12,12,4,24,33,9,9,4,9
ENSG00000140961,Gm17690,protein_coding,16,83931311,83966333,+,9,59,44,96,72,110,46,56,30,28
ENSG00000103154,6030443J06Rik,protein_coding,16,83968244,84002776,+,12,21,11,51,18,62,20,27,9,12
ENSG00000103194,BC065403,protein_coding,16,84699971,84779926,+,0,0,1,0,0,0,0,1,0,1
ENSG00000295451,4932441J04Rik,lncRNA,16,84753126,84763717,-,36,25,24,38,34,44,4,6,27,11
ENSG00000295471,Gm26549,lncRNA,16,84727477,84730617,-,37,40,35,62,61,82,41,55,17,32
ENSG00000285848,1810049J17Rik,lncRNA,16,84817182,84856665,-,0,0,0,0,0,0,0,0,0,0
ENSG00000103196,1010001N08Rik,protein_coding,16,84819981,84920768,+,25,35,34,48,49,90,56,53,26,28
ENSG00000260859,Gm2449,lncRNA,16,84828263,84829242,+,1,5,3,9,4,13,6,9,3,5
ENSG00000279622,Gm26852,lncRNA,16,84888037,84924935,-,9,27,13,30,36,57,14,18,10,8
ENSG00000153786,Gm17552,protein_coding,16,84974175,85011536,-,1,7,1,3,8,9,3,4,1,1
ENSG00000289551,Gm27029,lncRNA,16,85014707,85027660,-,3,4,7,4,6,11,3,3,4,1
ENSG00000135709,Gm26614,protein_coding,16,85027709,85094230,+,3,4,3,4,6,4,1,0,0,0
ENSG00000299215,Gm7928,lncRNA,16,85042977,85046031,+,1,0,0,1,3,5,1,0,1,1
ENSG00000299192,Gm5421,lncRNA,16,85047457,85059296,+,49,120,98,175,113,271,108,80,100,90
ENSG00000214259,Gm26771,processed_pseudogene,16,85815873,85816536,-,9,9,23,20,15,33,4,6,10,4
ENSG00000131148,5033417F24Rik,protein_coding,16,85771758,85799625,-,4,8,7,16,9,21,8,12,5,5
ENSG00000303592,Gm26770,lncRNA,16,85782676,85785996,+,8,27,37,58,28,31,43,26,15,16
ENSG00000270159,C430042M11Rik,lncRNA,16,85792390,85792939,+,22,32,22,37,27,95,63,68,25,50
ENSG00000131143,Rpl31-ps7,protein_coding,16,85798633,85807068,+,0,0,0,0,0,3,0,0,0,1
ENSG00000252311,4930532G15Rik,snRNA,16,85781775,85781899,-,15,6,7,9,10,24,14,8,6,6
ENSG00000270184,4933416M07Rik,lncRNA,16,85784382,85787617,+,17,3,16,8,5,10,9,7,8,5
ENSG00000268388,Gm9903,lncRNA,16,86474525,86509099,-,5,7,6,9,6,7,4,10,6,1
ENSG00000103241,Gm47512,protein_coding,16,86510527,86515422,+,1,0,3,3,3,4,0,3,1,1
ENSG00000269186,Gm26648,lncRNA,16,86151351,86244348,+,9,21,4,33,27,33,18,13,10,5
ENSG00000268078,4930525G20Rik,lncRNA,16,86158196,86158890,-,9,10,5,8,16,14,4,3,2,6
ENSG00000268505,2900076A07Rik,lncRNA,16,86190363,86200960,-,57,90,96,164,138,185,86,76,48,57
ENSG00000268754,Gm26685,lncRNA,16,86220148,86304707,-,14,14,11,23,11,32,9,13,5,12
ENSG00000199949,5031415H12Rik,misc_RNA,16,86275429,86275523,-,19,20,22,29,26,46,15,23,18,14
ENSG00000304885,Gm26684,lncRNA,16,86278429,86281241,+,3,0,3,1,0,4,5,6,0,0
ENSG00000268532,D130017N08Rik,lncRNA,16,86286427,86293389,+,89,118,55,128,88,198,66,64,84,68
ENSG00000304905,1300002E11Rik,lncRNA,16,86303859,86304661,+,244,250,194,388,286,404,167,161,139,159
ENSG00000131149,A230107N01Rik,protein_coding,16,85169525,85676204,+,14,25,14,29,25,53,8,11,11,17
ENSG00000270313,D630002J18Rik,processed_pseudogene,16,85278820,85279035,-,0,0,0,1,0,3,3,4,0,0
ENSG00000179219,Hmgb1-ps8,lncRNA,16,85282958,85285963,+,11,11,11,32,11,9,3,3,7,4
ENSG00000266307,Gm26532,miRNA,16,85306226,85306325,-,255,194,325,221,182,282,382,352,84,163
ENSG00000287946,3110083C13Rik,lncRNA,16,85345271,85352970,-,5,5,3,6,4,13,1,4,5,6
ENSG00000270124,Rpl31-ps15,lncRNA,16,85578529,85584558,-,10,6,13,10,8,11,5,12,10,9
ENSG00000131153,Gm17249,protein_coding,16,85676198,85690073,-,63,46,41,77,53,120,62,58,28,29
ENSG00000154102,A930038B10Rik,protein_coding,16,85690084,85751129,-,71,63,41,87,54,178,25,21,39,59
ENSG00000283416,Gm26569,miRNA,16,85741621,85741700,-,16,7,16,17,16,30,39,39,11,14
ENSG00000269898,Gm10516,lncRNA,16,85743287,85744225,+,36,66,56,93,71,105,91,103,38,55
ENSG00000298509,1700007L15Rik,lncRNA,16,85746209,85747239,+,61,22,27,34,34,88,71,67,27,47
ENSG00000287787,Tmem147os,lncRNA,16,85227203,85309176,+,31,40,52,68,54,117,41,28,30,35
ENSG00000300701,1700028E10Rik,lncRNA,16,85470785,85471865,-,94,61,49,46,72,76,36,52,30,19
ENSG00000300263,A530083I20Rik,lncRNA,16,85488384,85492859,-,5,5,0,6,8,9,8,6,0,1
ENSG00000278716,4930426I24Rik,lncRNA,16,85489813,85490831,+,0,4,1,3,8,11,1,1,1,0
ENSG00000293717,Carmn,lncRNA,16,85556747,85557309,-,3,10,4,9,10,8,1,6,0,4
ENSG00000260417,Gm16897,lncRNA,16,85592266,85595720,+,7,11,9,16,14,18,6,9,8,4
ENSG00000263968,E030030I06Rik,misc_RNA,16,85659378,85659675,+,74,75,92,98,100,234,81,108,41,108
ENSG00000275393,Tnfsf12,lncRNA,16,85697321,85699701,-,215,106,110,194,94,324,38,55,123,107
ENSG00000287125,Gm26672,lncRNA,16,85699820,85711186,+,67,3,15,6,4,12,15,8,13,15
ENSG00000280278,F420014N23Rik,TEC,16,86555320,86557299,+,10,31,8,55,41,37,11,20,15,12
ENSG00000103248,Zfp87,protein_coding,16,86530178,86555235,-,191,186,139,276,202,496,138,156,182,177
ENSG00000303617,Fendrr,lncRNA,16,86554072,86554599,+,242,442,310,564,638,493,170,202,136,142
ENSG00000261175,Gm26671,lncRNA,16,86710122,86761490,+,29,35,29,41,26,26,13,16,13,17
ENSG00000260026,9030407P20Rik,lncRNA,16,86720575,86722042,-,28,24,39,45,47,64,37,49,36,28
ENSG00000304496,4732491K20Rik,lncRNA,16,86760648,86764097,-,46,15,39,35,29,53,41,38,39,24
ENSG00000140948,C920009B18Rik,protein_coding,16,87406246,87493024,-,14,24,12,37,21,64,6,4,21,22
ENSG00000276393,2310001H17Rik,unprocessed_pseudogene,16,87467138,87467654,+,69,71,32,110,72,147,62,71,47,102
ENSG00000288568,Gm16793,lncRNA,16,87492555,87516940,+,3,6,3,7,1,5,1,4,1,1
ENSG00000276337,9430065F17Rik,lncRNA,16,87470370,87474370,-,21,8,6,11,12,6,12,15,8,6
ENSG00000260456,Gm26717,protein_coding,16,87083562,87317420,-,8,6,8,3,5,15,6,3,3,11
ENSG00000285527,C030034L19Rik,lncRNA,16,87129857,87133107,+,52,71,38,88,74,59,13,10,20,19
ENSG00000261095,Gm8177,lncRNA,16,87212122,87226430,+,0,1,0,3,0,0,1,1,1,0
ENSG00000261651,Gm10390,lncRNA,16,87215915,87216452,+,0,0,0,0,1,0,1,0,0,0
ENSG00000261697,Gm26877,lncRNA,16,87262759,87292458,-,14,7,5,4,3,5,7,8,3,7
ENSG00000243705,6720427I07Rik,processed_pseudogene,16,87268185,87268337,+,144,97,111,129,131,158,122,107,43,114
ENSG00000280419,B230208H11Rik,TEC,16,87296949,87297633,+,29,24,35,47,33,68,50,38,22,18
ENSG00000131152,Gm26873,protein_coding,16,87302876,87334273,-,52,32,28,63,55,53,20,30,14,20
ENSG00000270006,A230087F16Rik,lncRNA,16,87317468,87325412,+,6,0,1,1,3,1,3,4,1,0
ENSG00000270082,1500026H17Rik,lncRNA,16,87326987,87327584,+,9,0,3,10,3,11,4,7,4,8
ENSG00000103264,Gm26814,protein_coding,16,87326987,87392142,-,48,7,47,12,13,28,39,45,19,21
ENSG00000269901,9130213A22Rik,lncRNA,16,87362536,87367476,+,6,8,8,10,6,14,1,5,3,5
ENSG00000140941,Gm3200,protein_coding,16,87383953,87405090,+,19,10,20,18,10,24,11,22,10,20
ENSG00000261592,Mirg,lncRNA,16,87396704,87400295,-,17,14,11,19,4,31,3,7,6,6
ENSG00000269935,D930016D06Rik,lncRNA,16,87600518,87602194,-,485,365,406,564,385,739,332,366,215,337
ENSG00000154118,Gm16861,protein_coding,16,87601835,87698156,+,11,21,15,43,33,44,20,24,9,11
ENSG00000104731,Gm17399,protein_coding,16,87696485,87765998,-,4,1,3,5,5,21,9,12,3,6
ENSG00000302808,9230116N13Rik,lncRNA,16,87766029,87777588,+,15,12,16,20,21,48,49,51,16,17
ENSG00000260498,Gm10814,lncRNA,16,87766088,87779380,-,4,18,8,14,28,13,1,9,7,7
ENSG00000277504,D630044L22Rik,lncRNA,16,87683945,87684477,-,0,6,0,6,4,6,1,5,4,1
ENSG00000226180,4933408J17Rik,lncRNA,16,87693537,87696147,-,1,3,5,4,4,6,4,4,0,1
ENSG00000260671,B430218F22Rik,lncRNA,16,87739771,87747706,-,4,5,5,0,3,1,0,3,1,5
ENSG00000260177,1810014B01Rik,lncRNA,16,87779815,87806631,-,106,69,76,117,94,198,126,117,79,93
ENSG00000308238,A830052D11Rik,lncRNA,16,87789530,87791675,+,1,1,0,3,1,0,6,0,0,1
ENSG00000308222,B130046B21Rik,lncRNA,16,87806285,87817605,+,8,16,6,20,20,15,16,13,6,9
ENSG00000308255,AU020206,lncRNA,16,87806592,87807009,+,763,1022,748,2158,773,1912,877,938,759,828
ENSG00000260466,Gm26670,lncRNA,16,87822413,87837687,+,16,8,13,14,10,12,16,17,5,3
ENSG00000103257,Mir155hg,protein_coding,16,87830016,87869507,-,13,40,29,34,39,51,22,23,11,20
ENSG00000278598,D630011A20Rik,miRNA,16,87834592,87834660,-,17,5,7,6,1,30,1,5,0,12
ENSG00000305326,Gm8941,lncRNA,16,87857226,87860715,-,0,1,0,0,1,1,0,0,0,0
ENSG00000174990,Gm26520,protein_coding,16,87881546,87936580,-,7,4,8,12,3,25,9,1,0,4
ENSG00000270385,Gm26782,processed_pseudogene,16,87892955,87893735,+,264,175,130,231,206,284,84,93,132,106
ENSG00000300742,Gm16754,lncRNA,16,87842072,87843011,+,20,41,38,67,38,58,23,22,12,24
ENSG00000307926,Gm6277,lncRNA,16,88381792,88388498,-,46,36,33,53,23,76,34,31,34,39
ENSG00000225614,Gm26631,protein_coding,16,88382959,88440757,+,66,21,39,30,30,58,44,46,14,22
ENSG00000179588,Rian,protein_coding,16,88453280,88537031,+,73,128,71,153,84,162,31,42,52,101
ENSG00000263456,9530026P05Rik,miRNA,16,88468918,88469031,+,25,18,24,19,35,61,7,14,12,21
ENSG00000309068,4930448E22Rik,lncRNA,16,88472645,88476467,-,14,11,6,17,15,9,11,1,7,4
ENSG00000261744,Gm26736,lncRNA,16,88512960,88531053,-,95,10,45,24,20,39,51,47,15,25
ENSG00000051523,Gm26737,protein_coding,16,88643275,88651083,-,30,21,8,26,32,44,33,46,23,10
ENSG00000172530,5830432E09Rik,protein_coding,16,87949127,88077321,+,25,16,6,44,26,51,5,4,9,13
ENSG00000300232,Gm26586,lncRNA,16,87953835,87954082,-,99,34,57,42,20,40,35,23,19,31
ENSG00000300189,Gm26585,lncRNA,16,87984357,87985585,+,0,0,0,1,0,0,1,0,0,0
ENSG00000205037,Gm26583,lncRNA,16,88076950,88101504,-,8,9,11,11,18,20,12,12,2,4
ENSG00000260166,Gm17634,lncRNA,16,88086853,88090036,+,8,4,3,3,6,10,3,4,4,6
ENSG00000260420,Gm17733,lncRNA,16,88100706,88303291,+,0,0,0,2,0,0,2,2,0,0
ENSG00000261327,Ptges3l,lncRNA,16,88177277,88186950,-,51,32,41,44,42,98,38,46,25,50
ENSG00000260162,Gm2366,lncRNA,16,88177289,88178646,+,4,5,8,1,0,6,1,7,1,1
ENSG00000261816,9930014A18Rik,lncRNA,16,88191482,88198004,-,56,45,80,82,65,111,213,228,54,92
ENSG00000300128,4933406C10Rik,lncRNA,16,88234348,88238331,-,190,242,232,464,481,266,125,161,136,134
ENSG00000300040,3110045C21Rik,lncRNA,16,88248691,88265198,-,51,20,13,53,39,73,33,27,22,34
ENSG00000300207,B230322F03Rik,lncRNA,16,88265244,88266061,+,9,7,5,9,4,11,10,12,4,4
ENSG00000300166,1700040D17Rik,lncRNA,16,88266508,88268110,-,3,3,3,6,4,10,3,3,1,5
ENSG00000300066,4930558J18Rik,lncRNA,16,88294834,88304640,-,4,9,8,12,18,12,11,14,7,6
ENSG00000289151,1700022N22Rik,lncRNA,16,88553699,88570251,-,14,10,7,8,9,8,13,5,11,9
ENSG00000302696,1700112J16Rik,lncRNA,16,88566970,88570180,+,6,13,6,9,6,16,7,4,9,9
ENSG00000158545,Kansl2-ps,protein_coding,16,88570403,88631964,+,42,122,98,140,131,237,148,158,120,84
ENSG00000205022,Gm4349,protein_coding,16,88863333,88866660,-,4,7,4,9,7,7,7,7,0,1
ENSG00000129910,Gm26590,protein_coding,16,89171748,89195492,+,6,1,6,6,6,9,7,8,7,6
ENSG00000303552,Gm16675,lncRNA,16,88870683,88874924,+,18,39,20,58,33,62,41,59,19,15
ENSG00000259881,2610037D02Rik,lncRNA,16,88881038,88887136,+,53,20,23,54,64,43,32,23,20,13
ENSG00000129993,2610020C07Rik,protein_coding,16,88874858,88977207,-,29,27,26,35,31,49,37,43,13,16
ENSG00000298774,Mir124a-1hg,lncRNA,16,88904920,88906530,+,4,1,7,3,5,14,10,8,0,0
ENSG00000259989,Rps19-ps12,lncRNA,16,88963689,88995846,+,4,0,0,2,4,6,3,1,0,4
ENSG00000261226,Gm26902,lncRNA,16,88936779,88939651,-,3,4,6,11,8,12,10,5,6,7
ENSG00000205018,D430018E03Rik,lncRNA,16,88939789,88951524,+,3,7,0,15,26,3,5,6,0,0
ENSG00000259803,4632411P08Rik,protein_coding,16,89195761,89201651,-,29,31,39,49,61,65,29,37,43,28
ENSG00000295671,C430014B12Rik,lncRNA,16,89202058,89203600,+,25,5,14,23,15,22,19,10,19,16
ENSG00000176715,Gm26640,protein_coding,16,89088375,89164121,+,3,3,0,4,1,8,0,4,4,0
ENSG00000261546,Jpx,lncRNA,16,89113175,89115279,-,224,108,115,191,186,273,171,142,90,85
ENSG00000308834,Gm26797,lncRNA,16,89151765,89157373,-,19,23,19,40,33,22,6,12,12,5
ENSG00000180422,G730003C15Rik,lncRNA,16,89159146,89164245,+,21,6,20,16,11,22,12,22,10,11
ENSG00000205015,C920006O11Rik,lncRNA,16,89165760,89169151,+,53,70,68,81,96,141,95,104,46,44
ENSG00000167508,Gm26796,protein_coding,16,88651934,88663161,-,5,5,3,9,6,9,10,14,1,4
ENSG00000260630,D930030I03Rik,lncRNA,16,88663298,88687289,+,9,9,11,9,10,22,4,7,1,6
ENSG00000158717,6230400D17Rik,protein_coding,16,88696495,88706424,-,24,36,28,51,48,59,38,28,25,21
ENSG00000259813,6430590A07Rik,lncRNA,16,88696501,88698610,+,79,22,31,15,26,22,44,26,17,20
ENSG00000174177,E230029C05Rik,protein_coding,16,88706473,88715396,+,54,36,41,59,45,69,25,27,26,27
ENSG00000103335,Gm26528,protein_coding,16,88715338,88785251,-,1,0,0,0,0,1,0,0,0,0
ENSG00000284585,4930578M01Rik,miRNA,16,88716278,88716337,-,5,7,3,5,13,13,1,6,0,3
ENSG00000260617,Dleu2,lncRNA,16,88741631,88742367,+,648,267,355,370,359,527,305,272,170,244
ENSG00000182376,4930500F10Rik,lncRNA,16,88742767,88745748,+,1,0,4,0,3,4,0,1,0,0
ENSG00000304493,1500002F19Rik,lncRNA,16,88791324,88792127,-,7,0,5,3,6,6,7,7,3,4
ENSG00000167513,Gm26674,protein_coding,16,88803789,88809258,+,8,4,3,5,3,4,7,9,4,3
ENSG00000198931,Gm26660,protein_coding,16,88809339,88811963,-,16,20,17,42,32,48,24,42,13,12
ENSG00000141012,4930519P11Rik,protein_coding,16,88813733,88856970,-,19,20,13,12,12,19,13,18,7,9
ENSG00000167515,A430010J10Rik,protein_coding,16,88856220,88862686,+,7,1,5,4,4,16,5,13,0,5
ENSG00000185669,Gm17322,protein_coding,16,88677688,88686507,-,84,156,186,198,202,480,98,97,178,180
ENSG00000278341,Gm7952,lncRNA,16,88708956,88710437,-,1,0,0,0,0,1,7,0,0,0
ENSG00000260121,A930012L18Rik,lncRNA,16,88718615,88720459,+,35,7,22,6,16,31,29,28,13,13
ENSG00000224888,Gm2061,lncRNA,16,88731180,88741425,+,1,0,0,0,1,1,0,1,0,0
ENSG00000131165,1110019D14Rik,protein_coding,16,89640816,89657738,-,47,30,23,60,39,130,20,29,35,40
ENSG00000167523,Gm10687,protein_coding,16,89657740,89671272,+,19,13,8,29,29,67,28,12,14,10
ENSG00000260259,4921514A10Rik,lncRNA,16,89682506,89686921,-,1,13,6,20,28,27,5,18,1,3
ENSG00000185324,A330033J07Rik,protein_coding,16,89680737,89696369,+,0,1,0,0,0,3,0,0,0,2
ENSG00000158792,4921504A21Rik,protein_coding,16,89696357,89701705,-,1,4,0,1,0,4,0,1,0,0
ENSG00000275734,Gm2383,lncRNA,16,89671568,89685304,+,1,4,3,4,3,3,1,1,0,3
ENSG00000170100,Gm26826,protein_coding,16,89217692,89237141,+,15,14,3,7,11,17,6,5,3,4
ENSG00000260659,Mirt1,lncRNA,16,89226807,89228692,-,16,65,37,111,65,48,19,20,15,23
ENSG00000308918,Platr4,lncRNA,16,89240836,89241739,+,3,3,1,5,4,4,0,1,0,0
ENSG00000308429,Gm20033,lncRNA,16,89247786,89249637,+,66,69,49,76,70,50,85,79,51,60
ENSG00000295624,A130051J06Rik,lncRNA,16,89254318,89257170,-,13,22,15,37,24,63,33,43,16,32
ENSG00000167522,Gm10561,protein_coding,16,89267619,89490561,-,38,15,14,15,33,38,25,16,14,14
ENSG00000260279,4930461G14Rik,lncRNA,16,89296128,89298317,+,123,131,111,134,99,229,68,53,66,98
ENSG00000288715,Gm26714,protein_coding,16,89317046,89418292,-,2,3,4,8,4,7,11,11,3,2
ENSG00000261253,Gm7389,lncRNA,16,89320452,89325110,+,4,27,17,24,26,42,14,16,10,19
ENSG00000261692,Gm2093,lncRNA,16,89420075,89422226,-,2,2,0,3,3,2,1,2,1,3
ENSG00000287351,Gm16853,lncRNA,16,89430988,89453678,+,1,4,3,6,8,23,7,8,1,1
ENSG00000252887,Gm26761,snRNA,16,89443318,89443424,+,18,39,11,17,19,28,78,78,13,26
ENSG00000197912,Gm8649,protein_coding,16,89490719,89557766,+,0,0,0,0,0,0,1,0,0,0
